Mon;Tue;Wed;ThurMor;ThurAfter;FriMor;FriAfterPort;FriAfterDDos
3.97028459897648;3.95448084202083;5.20734676642195;5.22303703559393;6.17406149879946;4.53432435330689;4.82353693470249;7.25585473901252
5.65590908462097;5.16529002234998;5.31273604107174;6.00085642418957;3.95855314780491;5.83857999607993;3.5987497154551;6.57007250619662
4.06169433476237;6.29573637953075;6.64211955776948;6.1924059142597;5.02209162396326;5.68061634153222;6.74487609285392;6.16717621050159
6.14136787414142;4.88878090321683;6.02161463982602;5.93021120067464;4.38566756512512;6.967033789077;5.10791860968506;6.67087696427793
5.51186409749477;7.44196195586004;6.83862273931561;6.97470042225838;6.50264105971128;5.94182819829912;6.495586630138;6.46198906399285
7.34729413965648;4.01349236488399;5.76815252021634;6.36679293939237;6.70027524939929;6.54746727353658;6.23752272203948;6.95264728452917
5.4438321023779;6.77209723267297;6.85450915651609;6.74234842917017;6.6113619276195;6.83119912571683;5.63690557137663;6.08069555061597
6.38925485657074;5.82246060090339;5.13352870373466;7.10678554219652;6.5505268562909;5.51850591024696;5.96182421681489;5.60495947962865
6.24499782883941;7.29599976758598;5.84034585019614;6.1008770683753;6.19089640019388;6.36830215839332;6.36327978985976;6.47215001830567
6.61258851544866;7.30081743612699;3.87668833979623;6.84019964916785;7.25164630509165;6.32302207114454;5.82958537187807;5.74870316964071
6.825633278603;5.51552267279945;7.20779320823102;6.45879399153349;7.02804623390529;4.87540340865993;4.12150684018559;6.62157881873464
6.77201019215656;7.7073960383415;4.1319932174792;5.50508664558725;6.59025338416703;6.27135950755758;6.26830426195608;6.41737358259764
6.28502466180688;6.91570721193747;6.87502571454153;6.67240483077935;6.75122577096452;5.67253735622123;6.26005964032376;6.06935715182107
6.88630578347369;7.43859205501672;6.60243595864118;6.68147907034514;6.73185010515151;7.31433625502407;4.83687671438738;4.59254635896745
7.12457987412183;6.50635232009491;6.79952245449167;5.70577924479008;6.25411561799677;5.0907366834805;6.35416873478601;4.43960670537181
6.49997907371991;6.62077200269368;7.00569248831837;7.27799846515957;6.26068446301112;6.37935544793938;6.15282254721515;3.48254424665295
6.86381660579057;6.75375900838292;6.6081206636907;6.74853486540166;6.02722342526258;6.8791518674366;4.40893190965852;2.30940377655711
6.46407656259317;5.49637070603843;6.45537859361964;6.41480521480509;6.40402330188955;6.39789668533614;7.64999360460185;2.43182107786689
5.66754816785749;7.43456947229942;6.33258494514533;6.33185379187257;6.90102095159741;4.98857936965604;7.38540606347224;2.13925152729426
6.65010513821066;5.79383778217833;5.41661009286393;6.84459439424604;6.09079507505397;6.9913268330469;6.28882944097473;3.18194761266009
5.50613700766241;7.59412124981006;7.37128715043541;7.1583697883576;7.43402930790437;6.43458732132707;6.28851767977372;2.35804045624708
7.12683391644832;6.142968229556;5.12040513088736;6.68165568798053;6.24659509215939;7.09537023444091;6.52856897404875;4.25433114854806
6.8140017301688;7.24075168459119;5.81439462131847;6.40520729189128;6.42543302422951;6.04672729382336;6.64740179253462;2.87584451919771
6.30209946860735;6.80626011431102;6.11071726700667;6.7930718389888;5.6169134037042;7.19284264429631;7.15975026983718;5.6210186678338
7.02774099497283;6.75091012083478;7.24075229720042;5.47322416910723;6.82633054307932;4.26634542209719;6.32614356116648;6.04746938328095
7.50455990281433;7.35788601971371;5.36834173760621;6.67370597841413;6.20736092370907;5.95857788542513;5.54127921372378;6.35941633014997
7.32150158922206;5.85591015268818;7.37169643377764;6.15011737201812;5.75468005675035;6.46758349974299;6.47045216528229;6.99006220593792
7.64569512757334;7.51056796451267;5.13783495974859;6.87702454905076;7.13833393323698;6.3262583429173;6.77338315009631;4.75044919237708
7.30709195497106;6.4825020684013;6.17515441400058;6.89214492747289;6.16997692801999;6.75694691240172;6.16531788092333;6.23660457284988
7.01995943540448;7.1768505443728;6.95658932528841;6.17957102481918;6.90502464387333;6.88023928243403;6.87574461160245;6.77913410232247
6.57126695489779;7.0299474803701;6.00998124855471;5.79935460280536;4.91282738435356;6.56828169322731;5.79688391212386;6.56205478553718
7.09373773886402;6.81088808673382;6.51982168568692;6.0275706237767;6.69877811829074;7.3763209999021;5.58812178788847;5.24085433810092
7.32905034722119;6.94604601950669;6.49939452124059;6.16639878818759;6.78586262736433;6.95292335012423;6.5905965680402;5.88581992099738
6.95764509754217;6.39937704675982;6.09794806499409;6.23855891995858;5.411727969326;6.74226447164798;6.77585507823465;5.50402980329845
