Mon;Tue;Wed;ThurMor;ThurAfter;FriMor;FriAfterPort;FriAfterDDos
0.883993013964334;0.727303148065015;2.02292329821812;1.31879336998126;1.78717139241167;1.59000569232514;2.44299909970156;2.57920265921826
1.78447281385706;1.63136336093509;2.24682515274892;2.26632358938938;2.66590536597894;2.16372061973225;2.55062095712578;2.8252846006525
1.82226122712595;2.25712817770788;2.27381619641037;2.34423191171071;2.29786735029386;2.38517884380024;1.47468178325248;2.87779273635856
1.73214655018063;1.90301912870886;2.86175083295397;2.88781447725605;2.37277630752536;1.93699297436159;2.66240244081903;2.52374046017953
2.10032419622589;1.66329349041996;2.62209158286197;2.12631015292623;2.36890414427548;2.922103261754;2.38245863068338;2.65891053371928
1.76334670269795;3.37686559940037;3.27070534588673;2.71892445917303;2.61223566476371;2.30610963743569;2.4750305262039;2.54422764146891
3.06639172806349;2.32381213298066;2.85793399983149;2.47825693397889;2.8938384997303;2.69191738872959;2.67384351536204;2.52375205491622
2.30051828610104;2.91660119266686;3.42998991486709;2.57800208500328;2.62455186858605;3.0535585232916;2.29737645515733;2.54447541804229
2.40455277583474;2.19645234881266;2.76334892801005;2.99414943773515;2.69983533812508;2.35101458297853;2.00176221434387;2.03626892080817
1.93257237227382;2.82387561816252;3.52408238331588;2.67167010913193;2.22294057097581;2.87593141953458;2.57535111911586;2.50770166427293
2.607861278505;3.45666117185665;2.43111131690682;2.97271855973089;2.40372878669803;3.39961820786655;3.31145172864562;2.33354155789659
2.78945953670003;2.00902585770566;3.70866813229192;3.00867519018582;2.62262239436108;2.64244599331306;2.58228290330222;2.04320266200653
2.88103077165177;2.95730968025372;2.2462644493287;2.60996688720804;2.73564584801963;2.79374467663225;2.52604473341957;1.95430831287022
2.76279407462163;2.66137890450884;2.32134007035422;2.37725061331623;2.52045555730315;2.46811461076775;3.30768663852596;1.79151876299301
2.60956808085315;3.08590861116326;2.32483195797721;2.5942997029309;2.77358034044798;3.56326797394473;2.70627222333058;1.89594868243315
2.94023244322445;2.78051837332565;2.32765575715921;2.35723585877082;2.61280160559422;2.5046007508592;2.60292171648395;1.63797557688329
2.80764586803503;2.72099479791275;2.43523978509144;2.73357221742678;2.47228388875789;2.47241657847184;3.17682953791302;1.14740320527316
2.553791784693;3.29757887247577;2.41186541811304;2.34290473118987;2.43882624751143;2.83638797809235;2.29625958408257;1.04565925668321
2.68963694106226;2.52718206009383;2.21306885080494;2.57847336247102;2.61632452709186;3.03352797567928;2.34825236358291;0.934955567453158
3.11800444079834;3.1061920788921;2.93616920943704;2.34788430650399;2.44640621210504;2.52772509646593;3.02488905643244;1.51511268908984
2.60210738792268;2.45364531906032;2.2294900616344;2.75056715760101;2.68507773741216;2.76207100814132;2.31461830239037;1.11622030859298
2.52357458662069;3.26888299823699;3.38357480066394;2.58443870688621;3.27376997988542;2.84637911061229;2.63557181381915;1.95134977618032
3.04383427863141;2.49861652794782;2.94041206260377;2.6181038882849;2.75451105302123;3.05538487699903;2.04305941473785;1.57306075675744
2.98345731074347;3.18102233433068;2.84167901878894;2.57169540269786;2.74366390887744;2.90022745951996;2.12132446201146;2.46433034360175
2.89625563836691;2.97457269827972;2.52517592251044;2.99153690145911;2.45966443528185;3.74777725675057;2.52140243427474;2.88032342329258
2.52285496847554;2.07621541136974;3.25304173273218;2.62846015220159;2.76159361443544;2.84479528403676;3.00131962105707;2.21524563693561
