Mon;Tue;Wed;ThurMor;ThurAfter;FriMor;FriAfterPort;FriAfterDDos
2.27591939163535;2.01405914197877;1.96023687824052;1.21378051787382;1.88040224681079;2.18329201217721;2.56897880823969;2.19245339150093
1.82517892627199;1.8272477156661;2.30406728824773;2.38301768002108;2.75245805559683;2.37975138219824;2.24349274930514;2.339982301609
2.00677159458901;2.02210853860258;2.02345917983129;2.25579427353671;2.16679182890281;2.48853065648152;1.44239408473439;2.48606274051262
1.42191771956937;2.15120020616554;2.792180417536;2.62906204687416;2.66697337551384;1.92455058490777;2.79288105484251;2.1113723206711
2.42426215767141;1.78580153125781;2.09282697792474;2.05335091051621;1.89566238122745;2.66118371498894;2.11760732456883;2.34310463948061
1.54977142615465;3.29304233945504;2.88537539863759;2.4996291896042;2.25268315417726;2.119595384128;2.25474888249578;1.98079367764898
3.25032261281119;1.9223424822702;2.31927693379583;2.18621666400237;2.35715941739436;2.22956022879584;2.37583556947935;2.5835319546151
2.06315345151353;2.67136998750678;3.45940422384635;2.05058832087234;2.17582769293416;2.58332542925122;2.23101954795559;2.28230854885722
2.00588376054096;1.86380034512;3.20778434809179;2.82154025139462;2.32965287920987;2.22996575028969;2.07219564032366;1.79861863941635
1.57057668336325;2.31514815293146;3.52810664676253;2.16228117229064;1.70779777854892;2.48933014598996;2.57773896471634;2.1616644184767
2.29445882355067;3.20425705444263;1.83541490916918;2.6721215970532;2.13231151471888;3.24720318286325;3.32249732180699;1.98950841396826
2.34180198508789;1.96993154727869;3.7496113332927;3.02379335482592;2.18659296233448;2.29426795885239;2.22804412106329;1.98712162288358
2.61509554613601;2.68838175341588;1.82729572124983;2.27594799848369;2.31941351093574;2.38658879805102;2.17509960544652;2.03058571059771
2.17113372622915;2.22353523686698;2.18843301534782;2.13468684092195;2.26388663490795;1.89324271859174;3.358577824745;4.96164679633446
2.15342991918775;2.54856089032903;2.05942768143997;2.76720970187631;2.44830911894752;3.4224079875148;2.29363513273203;5.47591055855174
2.54061806332702;2.43553042580901;2.01192533748413;1.88509062858796;2.20934037057328;2.0651228493902;2.53283537752425;6.14788310670942
2.250829594812;2.56160485605451;2.0315998479008;2.41686382344462;2.59011692103102;2.12604145323548;3.45769201688553;6.75953699047839
3.0725047074977;3.22620506820762;2.02237289981699;2.3687168231028;2.27138393035062;2.29574649609102;2.2720767564871;6.74463680226026
3.40522820949616;1.89854254127039;1.99689728354474;2.55294967791563;2.06026065799382;2.74576386595883;2.13261152239146;7.02627502965123
2.80545736844148;2.98849067370725;2.98202249962111;2.25481529889005;2.44241567492312;1.984325412925;2.82207024745073;6.39693778273072
2.21878565100948;1.88051241008199;1.67579273446211;2.40608177501283;1.97745090080652;2.51264920378491;2.41590992147078;7.01565097922238
1.81269271289001;3.22180404268154;3.1226093443117;2.53625000243482;2.78380847271109;2.21148704731001;2.08990901587692;5.75264612568716
2.33343186260912;2.19817101817294;2.49527901287817;2.4457640001859;2.41587956536712;2.97459526654071;1.96516357785057;6.72706149114588
2.52292671471451;2.52423288828939;2.55159499123315;2.33246773804224;2.7315985389626;2.22169552092374;1.8533979051052;3.30264928303519
2.24848055789421;2.49635116948152;1.96941833121539;3.11641041234;2.1420031481169;3.75864853938435;2.31853579073727;2.492929011053
2.11050994015607;2.13997221897716;2.85811692184447;2.30038132692633;2.32514434913497;2.42555626482763;2.80002652085583;2.14615166965027
2.19051045176741;2.86885298209211;1.56826539434437;2.76013237632265;2.67091559424348;2.08670006708346;2.05195270284506;1.94348225870408
2.05307727906634;2.0521996983336;2.91537366092779;2.18881427835668;2.04892611359719;2.39965968314069;2.22137385799381;3.60850661151455
2.28096680778001;2.67193061564196;2.35509447087914;2.30568934231068;2.87568192302545;2.34434321005452;2.50464880887724;2.12811041791561
2.52181858513219;2.35213918510383;2.15407584168489;2.89125221893948;2.37318023252456;2.36493626293197;2.01629445624512;2.05555256652557
2.42556053650622;2.41260601582659;2.62623306472774;2.74784100808639;4.58223805830804;2.38140922235798;2.84941154348109;2.21919080482501
2.0391326910238;2.62017343296541;2.3096095594983;2.47588907227721;2.4002477424385;1.99865310582186;2.47514330042763;2.88824447474147
2.11061600317114;2.59512464748327;2.42475385320337;2.22974064221302;2.29879592033724;2.5896181418075;1.87214123909683;2.28596650468628
2.84903718843091;2.79955850109685;3.04310323821363;2.31891714598204;3.04903747866704;2.35536335155064;2.02108442723941;2.40784070221135
3.55818280694578;2.69425503475765;2.54451835165164;2.85852782713878;2.56047651554447;2.17548302045215;2.19270387939921;2.56689438689688
2.62709213032309;2.30396077791805;2.47212838729638;2.16815670836901;2.51609141047446;2.39586736027551;2.30663195778451;1.72531476581837
2.56847799295918;2.41624762233343;2.9556474397603;2.51766749313016;2.28756194398692;2.36115817823591;2.1755440629225;2.35793557722951
2.94950127911591;2.83752217554248;2.18377586066563;3.1616447776244;2.03621972509289;2.63744727747209;2.58972127168233;2.19124885693539
