SourcePort,SourceIP,DestinationPort,DestinationIP,FlowBytess,FlowPacketss
3.95448084202083,0.727303148065015,2.01405914197877,1.30765027809832,1299329.14691468,95808.4353176762
5.16529002234998,1.63136336093509,1.8272477156661,1.83055051053374,844599.162087676,47457.3213898389
6.29573637953075,2.25712817770788,2.02210853860258,1.34001707680884,2212957.04832329,77419.6943288665
4.88878090321683,1.90301912870886,2.15120020616554,3.33000009560348,1156063.47136111,31497.2639044243
7.44196195586004,1.66329349041996,1.78580153125781,2.62376070837722,702141.903089117,34731.5333861976
4.01349236488399,3.37686559940037,3.29304233945504,3.0319288305825,1910728.74236098,94300.8947590939
6.77209723267297,2.32381213298066,1.9223424822702,2.83415328038423,811715.938412618,33802.967308713
5.82246060090339,2.91660119266686,2.67136998750678,2.96669790943817,2733789.51072961,76495.4215541673
7.29599976758598,2.19645234881266,1.86380034512,3.17142772688021,438544.585141475,36294.8266693696
7.30081743612699,2.82387561816252,2.31514815293146,3.40552167391514,816378.893710795,42836.5947092412
5.51552267279945,3.45666117185665,3.20425705444263,3.46722287561922,2840038.24465232,88367.7763876503
7.7073960383415,2.00902585770566,1.96993154727869,3.15018795838854,598965.499661739,29609.2784789868
6.91570721193747,2.95730968025372,2.68838175341588,3.81582980309165,1437978.64528447,48476.4305054706
7.43859205501672,2.66137890450884,2.22353523686698,3.58269955569479,674192.024349684,38240.3154361057
6.50635232009491,3.08590861116326,2.54856089032903,3.49358380984644,1026038.75944579,81255.2474183642
6.62077200269368,2.78051837332565,2.43553042580901,3.45112570675972,1707407.6160428,90449.1885827078
6.75375900838292,2.72099479791275,2.56160485605451,3.52851601895534,1410026.19450188,105403.594907736
5.49637070603843,3.29757887247577,3.22620506820762,3.57520040451704,1830444.3578523,145364.676065324
7.43456947229942,2.52718206009383,1.89854254127039,3.24285248864235,752341.666139282,44527.6001697025
5.79383778217833,3.1061920788921,2.98849067370725,3.74914235819979,709609.949840692,96755.0785123089
7.59412124981006,2.45364531906032,1.88051241008199,3.20042657902026,1010975.62312178,51435.8837595406
