SourcePort,SourceIP,DestinationPort,DestinationIP,FlowBytess,FlowPacketss
7.25585473901252,2.57920265921826,2.19245339150093,3.52764694983906,1068081.64815664,40441.8834253284
6.57007250619662,2.8252846006525,2.339982301609,3.47071436393414,2092017.45288859,53764.5780413147
6.16717621050159,2.87779273635856,2.48606274051262,3.41519155906457,2033310.02730129,57937.9280323739
6.67087696427793,2.52374046017953,2.1113723206711,3.2011531471278,1902079.4033339,48932.9720356385
6.46198906399285,2.65891053371928,2.34310463948061,3.18539752352295,2381219.09209785,43816.3205407474
6.95264728452917,2.54422764146891,1.98079367764898,3.21985772942238,1471923.88546964,58918.0876729446
6.08069555061597,2.52375205491622,2.5835319546151,3.13547738495862,4011694.61162807,74903.6878902397
5.60495947962865,2.54447541804229,2.28230854885722,2.80678751249162,1497334.46667223,50071.9346599866
6.47215001830567,2.03626892080817,1.79861863941635,2.34289453845529,2626134.84160431,45289.7576447134
5.74870316964071,2.50770166427293,2.1616644184767,3.0428927272594,6384077.43720796,56150.2735483081
6.62157881873464,2.33354155789659,1.98950841396826,3.02625637881135,3384043.38790258,36219.2477364499
6.41737358259764,2.04320266200653,1.98712162288358,2.65214939351176,3448215.4960531,56913.3716467024
6.06935715182107,1.95430831287022,2.03058571059771,2.42859369004471,2304579.19361708,44510.3011754894
4.59254635896745,1.79151876299301,4.96164679633446,2.22316200592139,973814.988603831,20096.4527544988
4.43960670537181,1.89594868243315,5.47591055855174,2.38010304893966,609115.147057566,17561.9469622956
3.48254424665295,1.63797557688329,6.14788310670942,1.98235145676182,734217.27255025,22509.3073511439
2.30940377655711,1.14740320527316,6.75953699047839,1.31494417933381,934513.193906964,21079.3271813083
2.43182107786689,1.04565925668321,6.74463680226026,1.19591971135247,1029305.75465727,12937.3238070236
2.13925152729426,0.934955567453158,7.02627502965123,1.08965854384931,355713.110499948,9359.37117618863
3.18194761266009,1.51511268908984,6.39693778273072,1.70265139116738,536620.87289514,15707.023442943
2.35804045624708,1.11622030859298,7.01565097922238,1.28484224265752,621368.944671477,11167.5955232719
4.25433114854806,1.95134977618032,5.75264612568716,2.25687911640763,662542.328953151,26771.6086178739
2.87584451919771,1.57306075675744,6.72706149114588,1.70497599630186,637812.634309933,18173.4790634641
5.6210186678338,2.46433034360175,3.30264928303519,3.06907147267104,724563.34966674,35320.2264500889
6.04746938328095,2.88032342329258,2.492929011053,3.04702944672142,3505059.75890386,44597.769419064
6.35941633014997,2.21524563693561,2.14615166965027,3.23223589583441,2674129.25693323,47087.8380342507
6.99006220593792,2.56768844434599,1.94348225870408,3.05524592066538,924091.433479342,46031.5730157045
4.75044919237708,3.35429738835019,3.60850661151455,3.22319362726469,6055166.1220474,108559.311853503
6.23660457284988,2.60110963214468,2.12811041791561,3.05668878257596,2535450.4336837,47617.606152505
6.77913410232247,1.76644157279572,2.05555256652557,3.32137434902127,1417439.9445948,28947.8391603188
6.56205478553718,2.31416318016092,2.21919080482501,3.67549613382061,1409909.89239707,43890.0342489118
5.24085433810092,3.08935536803104,2.88824447474147,3.32685854453338,2523700.48777265,84980.2421798673
5.88581992099738,2.15312476940592,2.28596650468628,3.00578628795954,2431657.11082982,65514.4153056641
5.50402980329845,2.49068622889956,2.40784070221135,3.0851141162083,2925744.95995061,52231.5233164292
4.73354836558562,2.74681298921008,2.56689438689688,2.83964078441134,6368322.27283091,85237.4821520248
7.08595063808422,2.25076548680218,1.72531476581837,2.88726314757693,906598.728114682,34779.609989529
6.299195247694,2.79913181639519,2.35793557722951,3.15706549294404,921539.272494602,55840.358823183
6.27840780472141,2.73087940041694,2.19124885693539,2.88600883155481,2022949.31747216,56166.6715675766
5.68833197361352,2.69641357317142,2.67471925734355,2.95225496115546,3109074.98234393,54812.4954099475
5.45451438878116,2.71504501260223,2.34167986211513,3.14336107434675,1646172.95383584,55833.5223855425
6.19663464686357,2.63020267381833,2.08038169138464,3.31105450844006,531817.040371994,40612.6761971803
6.77171774766376,2.4214597044784,1.98534781278492,3.37212040651995,862359.558312042,32486.4335117069
6.29923129916293,2.66952348560271,2.25203284140406,3.47119502386951,1840620.03276653,42903.1023173752
5.8134645967322,2.86037824287243,2.58018209898088,3.51246226556099,1231992.02203753,64148.384305117
6.50777690542853,2.47743509796546,2.17632552641104,3.33113291932529,1695137.01052183,50542.7703518611
6.27122053021894,2.73878862092015,2.58293234359631,3.16507039650857,819297.658530563,54947.2164196307
,,,,,
,,,,,
